time,open,high,low,close,volume
2024-01-01T00:00:00.000Z,1.27184,1.27347,1.27155,1.27274,0
2024-01-02T00:00:00.000Z,1.27275,1.27596,1.26105,1.2622,0
2024-01-03T00:00:00.000Z,1.26221,1.26761,1.26156,1.26727,0
2024-01-04T00:00:00.000Z,1.26727,1.27296,1.26565,1.26807,0
2024-01-05T00:00:00.000Z,1.26807,1.27707,1.26106,1.27173,0
2024-01-07T00:00:00.000Z,1.27018,1.27192,1.27018,1.27169,0
2024-01-08T00:00:00.000Z,1.27169,1.27668,1.26729,1.27411,0
2024-01-09T00:00:00.000Z,1.27411,1.27647,1.2689,1.27102,0
2024-01-10T00:00:00.000Z,1.27104,1.27448,1.26859,1.27442,0
2024-01-11T00:00:00.000Z,1.27441,1.27849,1.26898,1.27782,0
2024-01-12T00:00:00.000Z,1.27783,1.27854,1.27192,1.27473,0
2024-01-14T00:00:00.000Z,1.27373,1.27508,1.27347,1.2735,0
2024-01-15T00:00:00.000Z,1.27352,1.27649,1.27127,1.27151,0
2024-01-16T00:00:00.000Z,1.27152,1.27164,1.2619,1.26376,0
2024-01-17T00:00:00.000Z,1.26376,1.26958,1.25963,1.2677,0
2024-01-18T00:00:00.000Z,1.26769,1.27118,1.26478,1.27109,0
2024-01-19T00:00:00.000Z,1.27109,1.27143,1.26608,1.2702,0
2024-01-21T00:00:00.000Z,1.26789,1.27083,1.26789,1.26992,0
2024-01-22T00:00:00.000Z,1.26991,1.27325,1.26865,1.27057,0
2024-01-23T00:00:00.000Z,1.27055,1.27467,1.26488,1.26907,0
2024-01-24T00:00:00.000Z,1.26908,1.27745,1.26852,1.27173,0
2024-01-25T00:00:00.000Z,1.27175,1.27424,1.26813,1.27057,0
2024-01-26T00:00:00.000Z,1.27058,1.27582,1.26751,1.27025,0
2024-01-28T00:00:00.000Z,1.26959,1.27037,1.26897,1.26962,0
2024-01-29T00:00:00.000Z,1.26962,1.27184,1.26617,1.27118,0
2024-01-30T00:00:00.000Z,1.27119,1.27207,1.26399,1.26943,0
2024-01-31T00:00:00.000Z,1.26943,1.27505,1.26576,1.26794,0
2024-02-01T00:00:00.000Z,1.26792,1.27554,1.26249,1.27457,0
2024-02-02T00:00:00.000Z,1.27456,1.27721,1.26136,1.26284,0
2024-02-04T00:00:00.000Z,1.26201,1.26366,1.26106,1.26211,0
2024-02-05T00:00:00.000Z,1.26208,1.26292,1.25181,1.25333,0
2024-02-06T00:00:00.000Z,1.25334,1.26054,1.2533,1.26033,0
2024-02-07T00:00:00.000Z,1.26034,1.26416,1.25963,1.26261,0
2024-02-08T00:00:00.000Z,1.26258,1.26383,1.25714,1.26201,0
2024-02-09T00:00:00.000Z,1.262,1.26429,1.25987,1.26247,0
2024-02-11T00:00:00.000Z,1.26206,1.2637,1.26206,1.26365,0
2024-02-12T00:00:00.000Z,1.26363,1.26544,1.26058,1.26262,0
2024-02-13T00:00:00.000Z,1.26262,1.26875,1.25727,1.25898,0
2024-02-14T00:00:00.000Z,1.25897,1.26109,1.25352,1.25671,0
2024-02-15T00:00:00.000Z,1.2567,1.26049,1.2541,1.25977,0
2024-02-16T00:00:00.000Z,1.25979,1.26241,1.25504,1.25978,0
2024-02-18T00:00:00.000Z,1.25987,1.26109,1.25974,1.26104,0
2024-02-19T00:00:00.000Z,1.26106,1.26295,1.2583,1.25874,0
2024-02-20T00:00:00.000Z,1.25873,1.26682,1.2579,1.26244,0
2024-02-21T00:00:00.000Z,1.26244,1.26416,1.26023,1.26377,0
2024-02-22T00:00:00.000Z,1.26379,1.27093,1.26112,1.26615,0
2024-02-23T00:00:00.000Z,1.26616,1.2701,1.26479,1.26683,0
2024-02-25T00:00:00.000Z,1.26727,1.26783,1.26685,1.267,0
2024-02-26T00:00:00.000Z,1.26696,1.26993,1.26563,1.26834,0
2024-02-27T00:00:00.000Z,1.26838,1.26965,1.26601,1.26796,0
2024-02-28T00:00:00.000Z,1.26798,1.26838,1.26211,1.26611,0
2024-02-29T00:00:00.000Z,1.26611,1.26813,1.26119,1.26266,0
